Date,Open,High,Low,Close,Points_Change,Change_Pct,Volume_Cr,Turnover_Rs_Cr,PE,PB,Div_Yield,Daily_Return
2022-11-18,24898.44,24936.91,24667.4,24788.61,-72.23,-0.29,18.98,2930.62,23.96,3.28,1.26,-0.0029053724652907675
2022-11-21,24715.39,24721.76,24595.01,24627.77,-160.84,-0.65,20.02,2093.38,23.78,3.25,1.26,-0.0064884638549721485
2022-11-22,24623.38,24727.1,24604.09,24715.51,87.74,0.36,23.95,2660.22,23.92,3.27,1.25,0.003562644932935344
2022-11-23,24814.13,24816.89,24737.02,24760.12,44.61,0.18,18.76,2685.19,23.97,3.28,1.25,0.0018049394894137372
2022-11-24,24807.62,25026.82,24807.62,24990.95,230.83,0.93,21.26,2643.57,24.24,3.32,1.24,0.009322652717353552
2022-11-25,25011.49,25083.32,24971.14,25054.44,63.49,0.25,24.59,2657.41,24.31,3.33,1.23,0.002540519668119856
2022-11-28,24974.17,25202.11,24963.44,25150.52,96.08,0.38,23.96,2585.91,24.39,3.33,1.23,0.003834849232311699
2022-11-29,25108.81,25266.35,25108.75,25191.27,40.75,0.16,23.22,2591.31,24.43,3.33,1.23,0.0016202448299280636
2022-11-30,25215.82,25479.82,25205.12,25406.76,215.49,0.86,25.56,2733.94,24.71,3.37,1.21,0.00855415387949865
2022-12-01,25503.75,25554.25,25449.45,25497.09,90.33,0.36,19.84,2829.9,24.84,3.39,1.21,0.003555352984796256
2022-12-02,25420.74,25464.8,25344.24,25429.03,-68.06,-0.27,21.47,2700.51,24.68,3.37,1.22,-0.002669324224843006
2022-12-05,25443.65,25470.75,25300.59,25433.61,4.58,0.02,26.81,2924.75,24.55,3.35,1.22,0.0001801091115154474
2022-12-06,25308.6,25387.85,25301.9,25362.52,-71.09,-0.28,25.33,2489.41,24.24,3.31,1.24,-0.002795120315205013
2022-12-07,25365.07,25415.32,25232.55,25268.6,-93.92,-0.37,23.62,2181.12,24.32,3.32,1.24,-0.003703102057682095
2022-12-08,25304.75,25359.28,25268.33,25343.58,74.98,0.3,21.13,3621.4,24.55,3.35,1.22,0.0029673191233390295
2022-12-09,25401.31,25431.8,25047.88,25184.1,-159.48,-0.63,46.12,3073.99,24.4,3.33,1.23,-0.00629271791909447
2022-12-12,25066.03,25218.07,24986.17,25201.07,16.97,0.07,32.49,2395.31,24.39,3.33,1.23,0.0006738378580135596
2022-12-13,25270.74,25334.97,25209.24,25318.96,117.89,0.47,35.45,3718.68,24.45,3.34,1.23,0.004677975974829662
2022-12-14,25376.6,25457.88,25376.32,25416.42,97.46,0.38,66.22,3199.44,24.69,3.37,1.22,0.003849289228309516
2022-12-15,25378.09,25425.78,25094.01,25127.88,-288.54,-1.14,48.31,4258.86,24.26,3.31,1.23,-0.011352503617739873
2022-12-16,25007.4,25155.23,24883.28,24894.88,-233.0,-0.93,33.92,2910.36,24.03,3.28,1.25,-0.009272568955279947
2022-12-19,24911.92,25098.2,24853.69,25084.56,189.68,0.76,38.17,2346.88,24.41,3.33,1.23,0.007619237369290488
2022-12-20,25022.61,25062.28,24811.59,25036.01,-48.55,-0.19,31.14,3346.23,24.34,3.32,1.23,-0.0019354535220073021
2022-12-21,25127.21,25177.09,24680.21,24723.71,-312.3,-1.25,41.77,3043.68,23.98,3.27,1.25,-0.012474032403725688
2022-12-22,24778.32,24891.01,24475.26,24566.74,-156.97,-0.63,46.91,3129.77,23.86,3.26,1.26,-0.00634896623524539
2022-12-23,24301.77,24433.34,23913.81,23955.55,-611.19,-2.49,38.44,3147.83,23.3,3.18,1.29,-0.024878758842239668
2022-12-26,23882.48,24440.0,23865.88,24353.57,398.02,1.66,32.16,2448.87,23.72,3.24,1.26,0.01661493891812138
2022-12-27,24492.53,24570.8,24331.05,24547.3,193.73,0.8,26.75,2235.63,23.87,3.26,1.26,0.007954891213074688
2022-12-28,24518.76,24630.88,24467.3,24576.49,29.19,0.12,26.96,2122.73,23.83,3.25,1.26,0.0011891328170512416
2022-12-29,24477.71,24699.86,24376.6,24660.88,84.39,0.34,22.1,1932.57,24.0,3.27,1.25,0.0034337694276114217
2022-12-30,24756.73,24815.72,24571.72,24605.78,-55.1,-0.22,30.29,2110.07,23.96,3.27,1.25,-0.0022343079403492894
2023-01-02,24643.05,24740.76,24580.08,24722.04,116.26,0.47,28.78,2429.85,24.03,3.28,1.25,0.004724906099298654
2023-01-03,24708.0,24801.94,24685.39,24775.92,53.88,0.22,30.73,2041.83,24.05,3.28,1.25,0.002179431794463449
2023-01-04,24777.42,24797.02,24486.99,24511.44,-264.48,-1.07,29.01,2187.47,23.82,3.25,1.26,-0.010674881094223765
2023-01-05,24585.25,24617.27,24342.22,24496.75,-14.69,-0.06,49.52,2578.01,23.87,3.26,1.26,-0.0005993119947256265
2023-01-06,24503.82,24547.73,24239.21,24317.56,-179.19,-0.73,26.55,2182.52,23.64,3.23,1.27,-0.0073148478879850876
2023-01-09,24431.87,24637.09,24431.87,24602.37,284.81,1.17,33.43,2116.27,23.9,3.26,1.25,0.011712112563924792
2023-01-10,24625.54,24627.01,24305.75,24401.13,-201.24,-0.82,20.02,1895.41,23.85,3.25,1.25,-0.008179699760632708
2023-01-11,24418.9,24481.31,24296.33,24368.16,-32.97,-0.14,26.07,2136.79,23.88,3.26,1.26,-0.001351166933662551
2023-01-12,24386.24,24437.98,24212.73,24331.33,-36.83,-0.15,23.56,1866.43,23.69,3.23,1.27,-0.0015113984806401914
2023-01-13,24363.01,24477.3,24232.21,24436.73,105.4,0.43,48.62,3098.86,23.83,3.25,1.26,0.004331863486295218
2023-01-16,24510.09,24555.55,24327.52,24373.28,-63.45,-0.26,38.97,2242.11,23.55,3.22,1.27,-0.0025965012503719187
2023-01-17,24391.4,24536.96,24356.06,24518.73,145.45,0.6,101.06,3439.81,23.58,3.23,1.27,0.005967600585559341
2023-01-18,24546.09,24652.39,24492.93,24631.79,113.06,0.46,22.8,1839.17,23.93,3.28,1.25,0.004611168686143197
2023-01-19,24568.55,24614.47,24508.38,24560.65,-71.14,-0.29,91.08,2176.18,23.84,3.26,1.25,-0.002888137646512856
2023-01-20,24559.92,24597.39,24429.78,24444.81,-115.84,-0.47,17.1,1843.41,23.73,3.25,1.26,-0.004716487552243076
2023-01-23,24518.9,24576.6,24480.39,24532.98,88.17,0.36,19.73,1818.21,23.55,3.22,1.27,0.0036069006058954134
2023-01-24,24588.14,24624.42,24473.05,24505.22,-27.76,-0.11,16.87,2129.09,23.47,3.21,1.28,-0.0011315380357379556
2023-01-25,24448.66,24467.95,24127.58,24164.16,-341.06,-1.39,18.49,2115.59,23.18,3.18,1.29,-0.01391785097216025
2023-01-27,24127.18,24137.25,23541.01,23688.98,-475.18,-1.97,24.55,3719.25,22.66,3.12,1.31,-0.019664660389601796
2023-01-30,23541.48,23816.0,23369.49,23647.14,-41.84,-0.18,24.15,4043.1,22.63,3.12,1.33,-0.0017662220998962974
2023-01-31,23724.47,23821.16,23551.95,23778.46,131.32,0.56,20.75,2582.13,22.64,3.12,1.33,0.00555331426971728
2023-02-01,23936.9,24124.77,23284.33,23629.77,-148.69,-0.63,33.24,7305.76,22.55,3.1,1.34,-0.006253138344535336
2023-02-02,23532.87,23697.4,23406.63,23620.09,-9.68,-0.04,16.18,3002.79,22.56,3.1,1.34,-0.00040965273889670417
2023-02-03,23706.66,23826.48,23469.7,23812.75,192.66,0.82,29.83,3222.6,22.7,3.13,1.32,0.008156615829999048
2023-02-06,23793.41,23794.26,23668.65,23765.52,-47.23,-0.2,33.19,2311.06,22.49,3.12,1.34,-0.0019833912504855222
2023-02-07,23754.3,23823.16,23628.24,23710.99,-54.53,-0.23,20.84,2992.64,22.44,3.12,1.34,-0.002294500604236638
2023-02-08,23735.83,23938.16,23733.45,23908.58,197.59,0.83,18.47,2697.88,22.99,3.15,1.32,0.008333266556984853
2023-02-09,23921.0,23948.34,23796.02,23908.86,0.28,0.0,15.06,2375.91,22.99,3.15,1.32,1.1711276872050647e-05
2023-02-10,23854.22,23910.64,23812.7,23880.0,-28.86,-0.12,15.94,2090.63,22.93,3.15,1.32,-0.0012070839011144585
2023-02-13,23861.46,23892.07,23665.62,23700.0,-180.0,-0.75,13.79,2080.62,22.79,3.1,1.34,-0.007537688442211032
2023-02-14,23721.27,23839.89,23670.27,23807.95,107.95,0.46,12.87,2162.53,22.91,3.12,1.34,0.004554852320675096
2023-02-15,23782.96,23941.23,23740.51,23916.38,108.43,0.46,11.47,1644.84,23.03,3.13,1.33,0.0045543610432650095
2023-02-16,24003.8,24074.56,23955.28,23991.92,75.54,0.32,15.0,5332.37,23.21,3.16,1.32,0.0031585047569906433
2023-02-17,23889.95,23980.61,23809.83,23863.44,-128.48,-0.54,14.26,2032.73,22.98,3.13,1.33,-0.005355136229197144
2023-02-20,23881.07,23918.77,23734.18,23761.29,-102.15,-0.43,17.46,1979.81,22.91,3.12,1.34,-0.004280606651848928
2023-02-21,23790.72,23849.57,23695.57,23724.19,-37.1,-0.16,12.63,1716.28,22.86,3.11,1.34,-0.001561363040474717
2023-02-22,23616.89,23640.23,23345.76,23382.96,-341.23,-1.44,15.92,1951.18,22.5,3.07,1.36,-0.014383209711269385
2023-02-23,23384.55,23446.26,23222.97,23333.04,-49.92,-0.21,17.59,2035.14,22.51,3.07,1.38,-0.0021348879697009604
2023-02-24,23405.54,23442.49,23219.64,23268.45,-64.59,-0.28,34.5,5023.36,22.46,3.06,1.38,-0.002768177657090587
2023-02-27,23210.63,23215.33,23004.17,23135.15,-133.3,-0.57,16.22,1827.04,22.31,3.04,1.39,-0.005728787263440394
2023-02-28,23140.21,23190.29,23021.07,23084.79,-50.36,-0.22,16.08,2320.15,22.32,3.04,1.39,-0.002176774302306228
2023-03-01,23129.01,23333.41,23127.17,23316.04,231.25,1.0,23.29,3006.5,22.52,3.07,1.37,0.010017418395402267
2023-03-02,23286.62,23324.45,23181.17,23196.45,-119.59,-0.51,21.91,7509.2,22.38,3.05,1.38,-0.005129087100553931
2023-03-03,23319.64,23555.78,23319.56,23496.2,299.75,1.29,23.05,2666.57,22.78,3.1,1.36,0.012922235945586502
2023-03-06,23571.44,23762.12,23570.32,23665.32,169.12,0.72,19.67,2426.75,22.81,3.11,1.35,0.007197759637728618
2023-03-08,23566.28,23752.25,23525.87,23734.54,69.22,0.29,13.97,2480.99,22.84,3.11,1.35,0.0029249551664629614
2023-03-09,23782.13,23785.16,23531.2,23554.35,-180.19,-0.76,16.25,2321.27,22.76,3.1,1.36,-0.007591889288775078
2023-03-10,23367.98,23373.41,23218.65,23353.35,-201.0,-0.85,15.37,1989.86,22.52,3.07,1.37,-0.008533455603741968
2023-03-13,23299.09,23473.22,22948.38,22998.15,-355.2,-1.52,39.53,8521.19,22.16,3.02,1.4,-0.015209809299308152
2023-03-14,22968.57,23067.53,22767.01,22848.21,-149.94,-0.65,18.57,2668.33,21.94,2.99,1.41,-0.0065196548418026135
2023-03-15,22979.56,23058.58,22750.0,22781.17,-67.04,-0.29,17.36,2109.93,21.96,2.99,1.41,-0.0029341467012077294
2023-03-16,22751.79,22891.44,22578.59,22805.76,24.59,0.11,21.83,2391.63,21.88,2.98,1.41,0.0010794002239569167
2023-03-17,22952.7,23015.91,22801.22,22944.86,139.1,0.61,17.39,2177.01,22.2,3.02,1.4,0.00609933630802062
2023-03-20,22842.4,22867.09,22592.37,22778.79,-166.07,-0.72,17.71,2446.02,21.92,2.99,1.4,-0.007237786589240458
2023-03-21,22878.66,22954.68,22816.42,22928.88,150.09,0.66,13.97,1766.29,22.06,3.0,1.39,0.006589024263360832
2023-03-22,22995.9,23064.73,22963.16,23003.85,74.97,0.33,15.19,1575.55,22.14,3.01,1.39,0.0032696756230570223
2023-03-23,22949.19,23055.22,22893.9,22913.8,-90.05,-0.39,13.26,1737.37,22.21,3.02,1.39,-0.00391456212764385
2023-03-24,22910.34,22961.02,22679.53,22716.65,-197.15,-0.86,16.53,2249.17,21.93,2.99,1.4,-0.008603985371260947
2023-03-27,22717.73,22825.04,22648.64,22686.98,-29.67,-0.13,17.82,1999.17,21.87,2.98,1.4,-0.0013060904666841733
2023-03-28,22712.98,22749.79,22556.39,22608.39,-78.59,-0.35,19.71,1952.35,21.82,2.97,1.4,-0.0034641014361541655
2023-03-29,22574.03,22869.51,22573.31,22822.89,214.5,0.95,24.92,2508.93,21.96,2.99,1.39,0.009487628265435921
2023-03-31,22915.72,23190.43,22915.72,23160.01,337.12,1.48,25.67,3402.61,22.28,3.04,1.38,0.014771135469697327
2023-04-03,23225.17,23244.35,23134.13,23226.81,66.8,0.29,17.37,1727.74,22.28,3.04,1.38,0.0028842820016055093
2023-04-05,23214.15,23413.63,23214.15,23397.11,170.3,0.73,13.73,1754.01,22.54,3.08,1.36,0.007332044305696783
2023-04-06,23371.96,23515.5,23337.94,23475.05,77.94,0.33,14.23,1689.84,22.66,3.09,1.36,0.003331180645814724
2023-04-10,23494.48,23592.79,23491.2,23526.36,51.31,0.22,14.12,2130.7,22.64,3.09,1.36,0.002185724844036674
2023-04-11,23589.34,23691.33,23564.75,23652.45,126.09,0.54,14.63,2118.48,22.72,3.1,1.35,0.005359520129760931
2023-04-12,23665.44,23781.14,23659.27,23768.47,116.02,0.49,14.05,2297.97,22.87,3.12,1.35,0.004905200095550288
2023-04-13,23762.58,23805.92,23679.65,23789.46,20.99,0.09,12.95,1947.3,22.97,3.13,1.34,0.0008831026986590995
2023-04-17,23753.37,23761.19,23533.06,23706.0,-83.46,-0.35,20.68,3644.7,22.72,3.09,1.35,-0.0035082763543182738
2023-04-18,23726.87,23778.82,23626.67,23693.71,-12.29,-0.05,18.39,2417.1,22.48,3.08,1.36,-0.0005184341516916158
2023-04-19,23696.36,23707.16,23596.15,23629.61,-64.1,-0.27,19.11,2199.76,22.41,3.07,1.38,-0.00270535935486671
2023-04-20,23631.06,23710.25,23599.0,23638.12,8.51,0.04,12.71,1829.32,22.45,3.08,1.38,0.00036014136500761573
2023-04-21,23615.37,23685.49,23526.56,23611.55,-26.57,-0.11,23.63,1705.34,22.51,3.08,1.38,-0.0011240318604017752
2023-04-24,23663.52,23758.88,23610.97,23745.87,134.32,0.57,18.91,1900.04,22.46,3.08,1.37,0.005688741315161394
2023-04-25,23781.06,23830.46,23729.33,23787.08,41.21,0.17,21.77,2442.07,22.5,3.08,1.36,0.0017354596820415846
2023-04-26,23762.26,23868.69,23734.65,23851.41,64.33,0.27,23.26,2078.54,22.53,3.09,1.38,0.0027044092843677703
2023-04-27,23855.45,23998.4,23849.49,23983.88,132.47,0.56,25.61,2221.28,22.67,3.11,1.37,0.005553969346047127
2023-04-28,24011.35,24239.64,23987.72,24209.37,225.49,0.94,25.04,2792.03,22.78,3.12,1.37,0.009401731496321508
2023-05-02,24273.81,24388.67,24269.61,24344.14,134.77,0.56,24.93,3392.81,23.24,3.13,1.37,0.005566852834253844
2023-05-03,24295.16,24351.27,24250.39,24304.65,-39.49,-0.16,19.47,2396.35,23.24,3.13,1.37,-0.001622156297162225
2023-05-04,24327.21,24524.21,24288.93,24506.33,201.68,0.83,25.2,2416.4,23.43,3.16,1.36,0.008298000588364829
2023-05-05,24368.06,24491.83,24287.4,24306.42,-199.91,-0.82,20.47,2307.15,23.26,3.14,1.37,-0.008157484209182053
2023-05-08,24334.75,24563.57,24334.66,24543.58,237.16,0.98,19.15,2569.55,23.55,3.12,1.37,0.009757092982018989
2023-05-09,24575.14,24660.76,24490.82,24528.82,-14.76,-0.06,18.97,2559.2,23.48,3.11,1.37,-0.0006013792608903223
2023-05-10,24558.5,24614.2,24454.5,24603.76,74.94,0.31,18.61,1936.94,23.56,3.12,1.37,0.0030551816190096392
2023-05-11,24672.44,24688.83,24598.91,24631.35,27.59,0.11,19.99,2387.55,23.64,3.13,1.36,0.0011213733185497787
2023-05-12,24618.85,24667.46,24502.97,24622.46,-8.89,-0.04,13.04,2315.34,23.51,3.11,1.37,-0.00036092215814398365
2023-05-15,24641.26,24801.82,24600.51,24733.55,111.09,0.45,14.01,2443.04,23.63,3.13,1.36,0.004511734408340962
2023-05-16,24781.63,24802.82,24612.17,24639.78,-93.77,-0.38,19.76,2268.33,23.57,3.12,1.37,-0.0037912066808040157
2023-05-17,24642.52,24665.37,24444.81,24536.52,-103.26,-0.42,20.61,2305.52,23.42,3.1,1.38,-0.004190784170962525
2023-05-18,24650.25,24673.55,24410.92,24429.35,-107.17,-0.44,17.54,2210.18,23.19,3.07,1.4,-0.0043677750553053896
2023-05-19,24456.86,24522.89,24302.28,24504.07,74.72,0.31,14.88,2346.43,22.91,3.07,1.39,0.0030586159680876523
2023-05-22,24468.07,24678.06,24468.02,24655.58,151.51,0.62,23.04,3037.77,22.93,3.09,1.39,0.006183054488499318
2023-05-23,24714.83,24802.32,24696.28,24716.45,60.87,0.25,17.88,3006.77,22.99,3.1,1.39,0.002468812333759729
2023-05-24,24681.15,24795.79,24641.39,24673.29,-43.16,-0.17,22.94,3024.18,22.93,3.09,1.4,-0.0017462054623540446
2023-05-25,24647.12,24758.94,24610.29,24739.67,66.38,0.27,19.23,2405.43,22.98,3.09,1.4,0.0026903586834183812
2023-05-26,24763.41,24975.96,24760.72,24962.81,223.14,0.9,19.88,3830.71,23.22,3.11,1.38,0.009019522087400533
2023-05-29,25055.11,25134.58,25055.11,25080.82,118.01,0.47,23.0,2521.76,23.42,3.11,1.38,0.004727432528629505
2023-05-30,25074.05,25150.32,25049.67,25109.52,28.7,0.11,21.71,2961.45,23.41,3.11,1.38,0.0011443007046818554
2023-05-31,25068.47,25093.59,24963.55,25059.67,-49.85,-0.2,33.51,4880.55,23.4,3.11,1.38,-0.001985302785557086
2023-06-01,25090.7,25146.9,25020.92,25042.42,-17.25,-0.07,21.03,2569.37,23.43,3.11,1.38,-0.0006883570294421437
2023-06-02,25110.95,25168.97,25070.69,25122.99,80.57,0.32,20.24,2362.83,23.57,3.13,1.37,0.0032173408161033645
2023-06-05,25196.66,25262.93,25193.03,25201.2,78.21,0.31,20.71,2509.05,23.46,3.12,1.38,0.003113084867684801
2023-06-06,25200.45,25256.35,25134.2,25233.59,32.39,0.13,23.98,2800.82,23.5,3.12,1.38,0.001285256257638423
2023-06-07,25283.98,25447.95,25283.97,25431.1,197.51,0.78,48.92,2906.41,23.75,3.15,1.36,0.007827265165202268
2023-06-08,25451.18,25500.81,25278.11,25296.57,-134.53,-0.53,28.24,2790.42,23.61,3.14,1.37,-0.005289979591916905
2023-06-09,25302.54,25359.4,25210.97,25224.55,-72.02,-0.28,28.24,9356.32,23.58,3.13,1.37,-0.0028470262964505055
2023-06-12,25242.51,25329.43,25221.35,25302.89,78.34,0.31,21.74,2109.36,23.62,3.14,1.37,0.003105704561627398
2023-06-13,25329.03,25506.74,25329.02,25496.65,193.76,0.77,21.68,2631.58,23.82,3.16,1.36,0.007657623299156757
2023-06-14,25504.37,25562.86,25472.88,25549.04,52.39,0.21,29.59,3044.77,23.95,3.18,1.35,0.002054779745574331
2023-06-15,25536.11,25635.23,25476.79,25502.55,-46.49,-0.18,19.6,2764.36,23.82,3.17,1.35,-0.0018196378415784586
2023-06-16,25528.41,25744.31,25527.89,25698.79,196.24,0.77,23.49,2946.56,23.97,3.19,1.34,0.007694916782831518
2023-06-19,25738.4,25800.28,25598.09,25631.66,-67.13,-0.26,23.73,4208.43,23.92,3.18,1.35,-0.0026121852429628056
2023-06-20,25634.74,25749.76,25538.53,25716.36,84.7,0.33,21.99,9939.2,23.94,3.19,1.35,0.003304507004228352
2023-06-21,25776.39,25846.24,25728.74,25789.55,73.19,0.28,23.57,3749.55,24.03,3.2,1.34,0.0028460481965564277
2023-06-22,25813.0,25817.83,25605.12,25621.85,-167.7,-0.65,23.21,3444.8,23.92,3.19,1.35,-0.006502633818736725
2023-06-23,25585.68,25596.18,25398.63,25419.56,-202.29,-0.79,24.8,3320.6,23.69,3.15,1.36,-0.00789521443611596
2023-06-26,25392.29,25527.7,25392.29,25506.62,87.06,0.34,16.22,2227.08,23.77,3.17,1.36,0.003424921595810426
2023-06-27,25564.83,25673.97,25564.83,25660.64,154.02,0.6,13.42,2023.84,23.93,3.19,1.35,0.006038432375595093
2023-06-28,25747.06,25866.11,25736.27,25841.24,180.6,0.7,16.62,3587.45,24.09,3.21,1.34,0.007038016199128361
2023-06-30,25878.04,26092.65,25877.86,26078.65,237.41,0.92,22.55,5487.54,24.32,3.24,1.33,0.00918725262410014
2023-07-03,26132.03,26255.73,26132.03,26230.37,151.72,0.58,22.78,2715.63,24.52,3.26,1.32,0.005817785813299281
2023-07-04,26315.38,26350.0,26194.29,26278.33,47.96,0.18,32.62,2947.49,24.56,3.27,1.32,0.0018284149251421855
2023-07-05,26293.53,26365.18,26254.77,26343.66,65.33,0.25,20.72,2635.19,24.52,3.26,1.32,0.002486078833776606
2023-07-06,26341.47,26509.62,26323.18,26497.12,153.46,0.58,26.2,3670.98,24.58,3.27,1.32,0.005825310530123806
2023-07-07,26429.91,26533.71,26261.45,26294.33,-202.79,-0.77,21.06,3454.46,24.44,3.25,1.33,-0.007653284583380993
2023-07-10,26357.61,26378.93,26239.06,26276.81,-17.52,-0.07,17.19,2780.58,24.53,3.27,1.32,-0.0006663033437246391
2023-07-11,26349.56,26503.03,26348.93,26422.79,145.98,0.56,20.03,2991.0,24.73,3.29,1.31,0.005555468871601965
2023-07-12,26472.02,26506.23,26389.68,26408.0,-14.79,-0.06,17.31,3603.61,24.72,3.29,1.31,-0.0005597440694189437
2023-07-13,26495.21,26624.55,26346.76,26391.97,-16.03,-0.06,19.07,3370.3,25.45,3.4,1.29,-0.000607013026355574
2023-07-14,26476.16,26642.92,26438.12,26612.59,220.62,0.84,14.04,3040.44,25.51,3.41,1.28,0.008359360820734407
2023-07-17,26639.0,26799.95,26638.93,26780.18,167.59,0.63,20.4,2949.27,25.7,3.44,1.28,0.006297395330556066
2023-07-18,26846.38,26889.89,26702.13,26786.23,6.05,0.02,18.47,3007.33,25.72,3.45,1.28,0.00022591334337551672
2023-07-19,26823.97,26928.28,26795.96,26910.77,124.54,0.46,17.84,2571.32,25.66,3.44,1.27,0.004649403816811892
2023-07-20,26920.0,27061.06,26849.93,27045.09,134.32,0.5,21.18,2767.5,25.63,3.44,1.26,0.004991310170612051
2023-07-21,26858.12,26958.81,26775.48,26816.71,-228.38,-0.84,29.0,3855.9,25.42,3.41,1.27,-0.008444416343225347
2023-07-24,26810.19,26892.26,26737.18,26758.33,-58.38,-0.22,38.73,3318.89,25.2,3.4,1.28,-0.0021770008326896795
2023-07-25,26810.14,26837.04,26712.22,26808.31,49.98,0.19,25.43,3257.08,25.24,3.4,1.28,0.0018678295693341784
2023-07-26,26850.26,26993.9,26849.17,26934.87,126.56,0.47,28.55,2990.36,25.44,3.41,1.27,0.004720924220885214
2023-07-27,26994.22,27066.39,26775.05,26851.51,-83.36,-0.31,24.75,2921.09,25.16,3.4,1.28,-0.003094872928660952
2023-07-28,26865.08,26912.88,26786.1,26893.17,41.66,0.16,18.53,3522.0,24.66,3.39,1.28,0.0015514956142130831
2023-07-31,26907.48,27091.34,26881.22,27069.01,175.84,0.65,22.63,3338.51,24.8,3.42,1.27,0.006538463111637638
2023-08-01,27082.07,27137.43,27019.31,27054.6,-14.41,-0.05,27.35,4446.78,24.78,3.42,1.27,-0.0005323430742387725
2023-08-02,26961.27,26991.5,26592.81,26752.71,-301.89,-1.12,24.53,3112.93,24.42,3.37,1.28,-0.011158546051318385
2023-08-03,26671.57,26782.34,26489.35,26617.02,-135.69,-0.51,23.81,3690.04,24.28,3.35,1.29,-0.005072009527259058
2023-08-04,26711.68,26839.66,26711.53,26800.55,183.53,0.69,30.4,3650.29,24.17,3.39,1.28,0.0068952121612411155
2023-08-07,26833.31,26927.54,26813.76,26901.04,100.49,0.37,28.13,7726.72,23.9,3.39,1.26,0.003749549915953221
2023-08-08,26942.18,26956.17,26795.69,26888.29,-12.75,-0.05,25.75,3833.94,23.85,3.39,1.26,-0.00047395937108751784
2023-08-09,26889.46,26987.79,26781.44,26969.85,81.56,0.3,25.37,3613.08,23.97,3.4,1.26,0.003033290700152236
2023-08-10,26971.36,26991.59,26814.96,26875.85,-94.0,-0.35,24.65,3157.32,23.97,3.39,1.26,-0.0034853734818696136
2023-08-11,26915.04,26916.95,26726.11,26747.06,-128.79,-0.48,22.64,3102.75,23.86,3.38,1.27,-0.004792034484490615
2023-08-14,26669.85,26739.55,26436.8,26692.04,-55.02,-0.21,22.64,3102.75,23.73,3.37,1.27,-0.002057048512995485
2023-08-16,26615.99,26767.09,26552.31,26740.32,48.28,0.18,53.7,16972.59,23.78,3.37,1.27,0.001808778946831957
2023-08-17,26730.34,26768.94,26627.74,26655.59,-84.73,-0.32,18.87,2456.13,23.75,3.37,1.27,-0.003168623262548853
2023-08-18,26613.03,26661.52,26533.25,26584.59,-71.0,-0.27,23.22,5321.46,23.68,3.36,1.28,-0.002663606395506557
2023-08-21,26563.74,26769.54,26563.72,26735.62,151.03,0.57,17.06,2618.44,23.8,3.38,1.27,0.005681110748745777
2023-08-22,26778.1,26855.92,26768.58,26821.65,86.03,0.32,26.37,2771.86,23.92,3.39,1.26,0.003217804561854276
2023-08-23,26875.4,26943.59,26835.38,26892.81,71.16,0.27,29.73,3399.29,24.0,3.4,1.26,0.002653080627030846
2023-08-24,27008.15,27093.2,26833.29,26858.29,-34.52,-0.13,35.45,6304.9,24.06,3.41,1.26,-0.0012836144679563288
2023-08-25,26784.44,26821.08,26632.52,26690.68,-167.61,-0.62,34.35,6608.64,23.75,3.37,1.27,-0.006240531321986653
2023-08-28,26720.71,26842.65,26695.68,26774.43,83.75,0.31,45.31,6387.68,23.84,3.38,1.27,0.003137799411629727
2023-08-29,26842.47,26878.54,26815.37,26859.95,85.52,0.32,29.31,5013.63,23.89,3.39,1.26,0.0031940922738598054
2023-08-30,26953.67,27033.75,26912.13,26923.17,63.22,0.24,28.51,3352.29,23.94,3.4,1.26,0.002353690159512478
2023-08-31,26954.96,26994.12,26819.27,26848.76,-74.41,-0.28,31.94,5286.07,23.87,3.39,1.26,-0.002763790445181602
