date,close,high,low,open,volume,adj_close,daily_return,return_zscore
2024-05-22,21237.75,21261.75,21103.19921875,21255.19921875,29683000,21237.75,0.0023645665494447243,0.21332390740474966
2024-05-23,21489.55078125,21505.25,21249.150390625,21280.05078125,34296400,21489.55078125,0.011856283328036232,1.2520255561221814
2024-05-24,21483.75,21567.44921875,21444.94921875,21483.0,52358500,21483.75,-0.0002699349702117715,-0.07497600038304358
2024-05-27,21493.0,21613.599609375,21439.150390625,21573.80078125,35971800,21493.0,0.0004305579798684622,0.0016806465793246484
2024-05-28,21387.349609375,21558.150390625,21345.349609375,21542.5,28460800,21387.349609375,-0.004915572075792074,-0.5833593659500461
2024-05-29,21256.30078125,21356.150390625,21243.19921875,21288.349609375,25281000,21256.30078125,-0.0061273991643899794,-0.7159725511354846
2024-05-30,21038.55078125,21262.849609375,20983.94921875,21201.80078125,35289300,21038.55078125,-0.01024402139586189,-1.1664645325883092
2024-05-31,21103.30078125,21177.25,21003.0,21129.349609375,64228200,21103.30078125,0.003077683471320869,0.2913620262992925
2024-06-03,21797.400390625,21926.599609375,21629.30078125,21926.599609375,52059200,21797.400390625,0.032890570843386646,3.5538587893966667
2024-06-04,20323.849609375,21753.349609375,19624.25,21753.349609375,92929300,20323.849609375,-0.06760213396290005,-7.443302272319462
2024-06-05,21054.400390625,21092.150390625,20116.599609375,20570.75,55213500,21054.400390625,0.035945492379209965,3.8881662819167855
2024-06-06,21365.0,21462.80078125,21193.19921875,21253.69921875,38366900,21365.0,0.014752241983262637,1.5689373540580183
2024-06-07,21764.150390625,21781.349609375,21333.5,21390.19921875,37282200,21764.150390625,0.018682442809501598,1.9990287878029263
2024-06-10,21808.25,21930.5,21758.30078125,21844.30078125,37085600,21808.25,0.0020262499837344627,0.17630110291228204
2024-06-11,21852.0,21961.44921875,21782.349609375,21856.349609375,44745100,21852.0,0.0020061215365745344,0.17409839799189336
