Index Name,Date,Open,High,Low,Close
NIFTY 500,14-01-2022,15667.95,15754.45,15619.55,15730.4
NIFTY 500,17-01-2022,15731.35,15794.95,15718.25,15781.25
NIFTY 500,18-01-2022,15819.45,15834.2,15546.65,15573.1
NIFTY 500,19-01-2022,15580.4,15580.4,15403.2,15472.5
NIFTY 500,20-01-2022,15464.45,15486.15,15280.55,15361.1
NIFTY 500,21-01-2022,15252.9,15294.7,15069.05,15180.8
NIFTY 500,24-01-2022,15155.0,15165.4,14577.15,14712.05
NIFTY 500,25-01-2022,14577.55,14853.0,14410.9,14832.2
NIFTY 500,27-01-2022,14671.7,14735.75,14489.8,14679.7
NIFTY 500,28-01-2022,14773.05,14952.15,14701.6,14723.25
NIFTY 500,31-01-2022,14894.75,14975.8,14857.55,14921.45
NIFTY 500,01-02-2022,15073.15,15138.2,14850.3,15116.2
NIFTY 500,02-02-2022,15218.25,15304.6,15201.45,15293.35
NIFTY 500,03-02-2022,15289.15,15296.35,15101.0,15135.9
NIFTY 500,04-02-2022,15159.6,15188.4,15048.35,15085.45
NIFTY 500,07-02-2022,15065.05,15126.65,14796.2,14870.6
NIFTY 500,08-02-2022,14926.5,14955.25,14689.15,14857.05
NIFTY 500,09-02-2022,14942.75,15026.5,14925.05,15016.35
NIFTY 500,10-02-2022,15084.35,15134.1,14972.35,15112.2
NIFTY 500,11-02-2022,14988.95,14990.6,14862.05,14891.3
NIFTY 500,14-02-2022,14606.55,14638.65,14370.7,14400.4
NIFTY 500,15-02-2022,14469.0,14822.75,14348.4,14805.55
NIFTY 500,16-02-2022,14876.65,14935.6,14756.5,14789.9
NIFTY 500,17-02-2022,14857.1,14895.65,14725.05,14772.05
NIFTY 500,18-02-2022,14711.3,14815.0,14692.65,14710.7
NIFTY 500,21-02-2022,14638.35,14733.1,14498.2,14597.1
NIFTY 500,22-02-2022,14269.45,14527.2,14267.6,14489.05
NIFTY 500,23-02-2022,14581.05,14629.05,14482.3,14506.95
NIFTY 500,24-02-2022,14055.85,14180.85,13747.45,13775.7
NIFTY 500,25-02-2022,14018.1,14247.05,14007.7,14187.4
NIFTY 500,28-02-2022,14047.75,14320.95,13928.8,14307.95
NIFTY 500,02-03-2022,14161.7,14265.5,14104.75,14199.8
NIFTY 500,03-03-2022,14327.7,14364.6,14094.3,14135.95
NIFTY 500,04-03-2022,14020.2,14075.0,13828.45,13893.15
NIFTY 500,07-03-2022,13594.75,13637.5,13438.3,13564.25
NIFTY 500,08-03-2022,13504.75,13720.1,13423.55,13706.75
NIFTY 500,09-03-2022,13786.4,14037.65,13721.95,13979.6
NIFTY 500,10-03-2022,14313.2,14316.8,14079.85,14189.0
NIFTY 500,11-03-2022,14145.5,14268.3,14098.7,14237.15
NIFTY 500,14-03-2022,14248.9,14389.35,14189.1,14374.6
NIFTY 500,15-03-2022,14408.75,14433.75,14130.9,14215.85
NIFTY 500,16-03-2022,14392.55,14491.45,14369.5,14481.8
NIFTY 500,17-03-2022,14667.2,14756.55,14644.75,14721.7
NIFTY 500,21-03-2022,14773.05,14789.85,14590.7,14602.35
NIFTY 500,22-03-2022,14613.1,14738.15,14492.25,14724.05
NIFTY 500,23-03-2022,14806.6,14833.3,14660.45,14695.15
NIFTY 500,24-03-2022,14598.75,14744.7,14595.7,14699.35
NIFTY 500,25-03-2022,14763.9,14768.3,14590.45,14651.7
NIFTY 500,28-03-2022,14686.25,14694.85,14515.65,14675.85
NIFTY 500,29-03-2022,14744.05,14773.15,14689.6,14761.9
NIFTY 500,30-03-2022,14880.7,14924.75,14823.55,14896.9
NIFTY 500,31-03-2022,14925.55,14963.4,14871.0,14894.5
NIFTY 500,01-04-2022,14890.1,15111.35,14882.6,15087.3
NIFTY 500,04-04-2022,15192.8,15393.35,15184.7,15384.2
NIFTY 500,05-04-2022,15433.05,15477.8,15360.2,15390.5
NIFTY 500,06-04-2022,15318.15,15387.4,15293.85,15327.9
NIFTY 500,07-04-2022,15292.35,15361.2,15185.7,15201.25
NIFTY 500,08-04-2022,15271.35,15386.1,15202.5,15342.4
NIFTY 500,11-04-2022,15337.5,15386.85,15294.3,15325.5
NIFTY 500,12-04-2022,15281.85,15283.35,15078.45,15164.7
NIFTY 500,13-04-2022,15239.65,15284.7,15126.65,15138.55
NIFTY 500,18-04-2022,14942.6,14971.5,14821.25,14926.05
NIFTY 500,19-04-2022,15012.75,15041.65,14617.05,14726.65
NIFTY 500,20-04-2022,14807.15,14905.25,14747.95,14850.3
NIFTY 500,21-04-2022,14946.3,15067.45,14929.15,15053.95
NIFTY 500,22-04-2022,14948.1,15015.35,14875.8,14894.85
NIFTY 500,25-04-2022,14758.6,14769.1,14623.1,14673.0
NIFTY 500,26-04-2022,14818.8,14915.35,14785.85,14898.35
NIFTY 500,27-04-2022,14797.35,14825.55,14678.95,14756.0
NIFTY 500,28-04-2022,14886.5,14964.6,14765.85,14913.9
NIFTY 500,29-04-2022,14991.45,15011.7,14743.35,14783.35
NIFTY 500,02-05-2022,14647.25,14751.05,14617.75,14736.3
NIFTY 500,04-05-2022,14771.45,14798.3,14343.6,14393.35
NIFTY 500,05-05-2022,14542.15,14606.05,14365.55,14395.5
NIFTY 500,06-05-2022,14159.1,14205.0,14073.45,14145.75
NIFTY 500,09-05-2022,14002.75,14088.3,13879.55,13991.75
NIFTY 500,10-05-2022,13953.95,14068.4,13823.35,13855.95
NIFTY 500,11-05-2022,13888.15,13949.1,13589.35,13771.8
NIFTY 500,12-05-2022,13656.95,13671.0,13389.75,13465.25
NIFTY 500,13-05-2022,13621.2,13738.55,13435.05,13471.5
NIFTY 500,16-05-2022,13540.25,13646.3,13434.45,13571.2
NIFTY 500,17-05-2022,13648.45,13944.7,13632.15,13926.05
NIFTY 500,18-05-2022,13989.35,14064.0,13896.6,13918.2
NIFTY 500,19-05-2022,13625.75,13680.65,13520.95,13550.9
NIFTY 500,20-05-2022,13755.05,13906.4,13733.55,13895.05
NIFTY 500,23-05-2022,13929.75,14005.5,13813.6,13835.8
NIFTY 500,24-05-2022,13858.05,13883.55,13709.4,13747.25
NIFTY 500,25-05-2022,13805.1,13821.4,13574.5,13587.75
NIFTY 500,26-05-2022,13651.55,13756.85,13445.25,13722.55
NIFTY 500,27-05-2022,13839.3,13885.05,13768.3,13873.15
NIFTY 500,30-05-2022,14022.6,14163.05,14009.65,14154.8
NIFTY 500,31-05-2022,14106.0,14215.45,14067.05,14119.6
NIFTY 500,01-06-2022,14132.1,14186.9,14009.05,14082.9
NIFTY 500,02-06-2022,14059.25,14179.3,14029.8,14167.95
NIFTY 500,03-06-2022,14280.35,14300.0,14064.9,14077.9
NIFTY 500,06-06-2022,14042.4,14081.2,13932.15,14054.1
NIFTY 500,07-06-2022,13978.65,13990.2,13883.75,13935.6
NIFTY 500,08-06-2022,13981.65,14020.45,13832.45,13886.9
NIFTY 500,09-06-2022,13816.7,13989.0,13790.0,13977.1
NIFTY 500,10-06-2022,13825.0,13860.05,13757.95,13781.75
NIFTY 500,13-06-2022,13521.2,13527.75,13356.2,13416.9
NIFTY 500,14-06-2022,13341.95,13506.5,13324.15,13388.3
NIFTY 500,15-06-2022,13412.2,13448.45,13366.75,13380.85
NIFTY 500,16-06-2022,13508.7,13527.8,13064.05,13089.2
NIFTY 500,17-06-2022,13011.4,13111.95,12903.85,12994.75
NIFTY 500,20-06-2022,13026.15,13049.4,12855.55,12950.75
NIFTY 500,21-06-2022,13042.8,13275.5,13019.35,13241.9
NIFTY 500,22-06-2022,13176.1,13184.9,13028.35,13047.75
NIFTY 500,23-06-2022,13081.9,13231.9,13021.25,13178.8
NIFTY 500,24-06-2022,13269.2,13337.7,13247.95,13322.5
NIFTY 500,27-06-2022,13506.35,13510.8,13432.65,13444.55
NIFTY 500,28-06-2022,13389.85,13487.5,13330.75,13464.25
NIFTY 500,29-06-2022,13337.65,13462.05,13328.2,13417.85
NIFTY 500,30-06-2022,13410.8,13492.15,13352.4,13387.55
NIFTY 500,01-07-2022,13335.25,13422.45,13192.9,13394.45
NIFTY 500,04-07-2022,13378.4,13483.7,13337.2,13472.65
NIFTY 500,05-07-2022,13533.75,13628.45,13439.4,13461.85
NIFTY 500,06-07-2022,13472.8,13647.2,13443.35,13631.3
NIFTY 500,07-07-2022,13736.95,13777.75,13687.55,13765.6
NIFTY 500,08-07-2022,13873.75,13874.7,13770.9,13828.25
NIFTY 500,11-07-2022,13771.4,13905.95,13755.75,13886.85
NIFTY 500,12-07-2022,13823.6,13866.65,13757.3,13779.0
NIFTY 500,13-07-2022,13842.8,13861.3,13714.2,13726.95
NIFTY 500,14-07-2022,13771.2,13797.6,13617.15,13702.65
NIFTY 500,15-07-2022,13761.1,13804.05,13695.2,13790.2
NIFTY 500,18-07-2022,13883.8,13993.4,13877.6,13984.4
NIFTY 500,19-07-2022,13922.55,14067.75,13922.35,14051.65
NIFTY 500,20-07-2022,14220.2,14230.9,14140.0,14164.4
NIFTY 500,21-07-2022,14172.8,14288.6,14141.65,14271.8
NIFTY 500,22-07-2022,14325.05,14359.75,14265.25,14336.6
NIFTY 500,25-07-2022,14307.9,14335.1,14228.15,14279.5
NIFTY 500,26-07-2022,14284.7,14286.5,14122.55,14141.45
NIFTY 500,27-07-2022,14131.8,14272.2,14099.9,14262.55
NIFTY 500,28-07-2022,14365.05,14481.45,14330.3,14469.1
NIFTY 500,29-07-2022,14588.15,14677.75,14553.65,14665.65
NIFTY 500,01-08-2022,14741.4,14858.3,14666.2,14846.85
NIFTY 500,02-08-2022,14831.9,14906.0,14765.3,14876.6
NIFTY 500,03-08-2022,14880.65,14906.7,14750.75,14878.05
NIFTY 500,04-08-2022,14944.95,14974.7,14688.0,14892.45
NIFTY 500,05-08-2022,14933.2,14972.1,14874.25,14900.4
NIFTY 500,08-08-2022,14910.6,15009.9,14867.2,14993.35
NIFTY 500,10-08-2022,15033.3,15033.3,14919.2,14985.8
NIFTY 500,11-08-2022,15123.65,15130.05,15069.9,15095.15
NIFTY 500,12-08-2022,15102.8,15162.3,15060.75,15140.55
NIFTY 500,16-08-2022,15222.9,15287.45,15203.5,15280.5
NIFTY 500,17-08-2022,15325.35,15398.45,15306.55,15379.05
NIFTY 500,18-08-2022,15355.6,15415.25,15325.2,15404.6
NIFTY 500,19-08-2022,15426.2,15445.5,15205.55,15236.65
NIFTY 500,22-08-2022,15183.1,15186.15,14980.4,15001.75
NIFTY 500,23-08-2022,14887.0,15128.25,14879.9,15090.5
NIFTY 500,24-08-2022,15062.45,15152.45,15037.15,15140.4
NIFTY 500,25-08-2022,15208.85,15252.8,15075.1,15100.65
NIFTY 500,26-08-2022,15187.1,15242.65,15116.2,15147.55
NIFTY 500,29-08-2022,14797.8,15016.25,14793.95,14972.75
NIFTY 500,30-08-2022,15071.45,15338.8,15065.35,15325.05
NIFTY 500,01-09-2022,15142.7,15309.85,15141.45,15211.2
NIFTY 500,02-09-2022,15272.45,15305.0,15184.3,15201.6
NIFTY 500,05-09-2022,15221.75,15311.95,15217.35,15294.4
NIFTY 500,06-09-2022,15339.3,15386.75,15248.0,15313.05
NIFTY 500,07-09-2022,15222.25,15334.0,15199.4,15319.4
NIFTY 500,08-09-2022,15430.2,15448.75,15365.7,15440.7
NIFTY 500,09-09-2022,15547.55,15548.85,15426.4,15467.4
NIFTY 500,12-09-2022,15524.7,15600.15,15522.4,15577.4
NIFTY 500,13-09-2022,15667.35,15686.85,15635.15,15669.85
NIFTY 500,14-09-2022,15423.9,15688.1,15423.9,15630.7
NIFTY 500,15-09-2022,15686.0,15724.45,15543.9,15580.35
NIFTY 500,16-09-2022,15529.35,15542.0,15197.9,15243.95
NIFTY 500,19-09-2022,15264.25,15348.8,15135.15,15293.55
NIFTY 500,20-09-2022,15423.5,15557.3,15410.25,15470.35
NIFTY 500,21-09-2022,15449.25,15516.5,15320.05,15361.25
NIFTY 500,22-09-2022,15284.6,15386.75,15224.95,15335.3
NIFTY 500,23-09-2022,15324.3,15360.2,15032.75,15057.65
NIFTY 500,26-09-2022,14916.9,14932.5,14671.05,14725.7
NIFTY 500,27-09-2022,14805.85,14874.45,14652.3,14727.3
NIFTY 500,28-09-2022,14617.4,14768.25,14577.05,14620.6
NIFTY 500,29-09-2022,14748.2,14783.75,14569.1,14602.5
NIFTY 500,30-09-2022,14586.9,14881.3,14516.3,14829.35
NIFTY 500,03-10-2022,14837.1,14858.65,14585.8,14638.5
NIFTY 500,04-10-2022,14869.55,14975.6,14852.55,14965.8
NIFTY 500,06-10-2022,15063.55,15119.9,15042.2,15053.05
NIFTY 500,07-10-2022,15030.2,15055.65,14943.15,15036.7
NIFTY 500,10-10-2022,14857.0,14989.05,14818.5,14951.65
NIFTY 500,11-10-2022,14980.45,14982.75,14692.55,14721.9
NIFTY 500,12-10-2022,14761.45,14844.85,14676.55,14829.95
NIFTY 500,13-10-2022,14811.2,14832.35,14683.55,14730.3
NIFTY 500,14-10-2022,14979.15,14989.15,14803.7,14815.1
NIFTY 500,17-10-2022,14783.2,14920.7,14718.8,14906.15
NIFTY 500,18-10-2022,15009.1,15071.95,15007.25,15056.55
NIFTY 500,19-10-2022,15120.4,15153.05,15039.8,15068.6
NIFTY 500,20-10-2022,14998.45,15128.4,14979.6,15112.1
NIFTY 500,21-10-2022,15159.6,15181.9,15036.1,15081.1
NIFTY 500,24-10-2022,15225.45,15248.05,15179.15,15198.75
NIFTY 500,25-10-2022,15251.75,15253.75,15143.45,15158.1
NIFTY 500,27-10-2022,15246.55,15273.3,15172.15,15244.25
NIFTY 500,28-10-2022,15265.45,15290.15,15191.6,15241.6
NIFTY 500,31-10-2022,15333.15,15433.05,15327.4,15424.0
NIFTY 500,01-11-2022,15507.95,15545.85,15460.7,15537.4
NIFTY 500,02-11-2022,15560.45,15561.1,15470.4,15497.55
NIFTY 500,03-11-2022,15407.8,15519.15,15401.3,15484.7
NIFTY 500,04-11-2022,15495.75,15542.15,15454.3,15530.85
NIFTY 500,07-11-2022,15610.95,15647.25,15505.75,15615.15
NIFTY 500,09-11-2022,15684.45,15686.35,15534.85,15567.25
NIFTY 500,10-11-2022,15490.25,15523.9,15384.35,15440.0
NIFTY 500,11-11-2022,15633.5,15662.05,15612.45,15649.1
NIFTY 500,14-11-2022,15672.5,15684.25,15627.75,15650.2
NIFTY 500,15-11-2022,15678.5,15708.9,15609.5,15693.9
NIFTY 500,16-11-2022,15696.55,15711.3,15607.25,15663.3
NIFTY 500,17-11-2022,15630.55,15661.1,15573.95,15597.25
NIFTY 500,18-11-2022,15634.3,15644.8,15472.35,15550.85
NIFTY 500,21-11-2022,15514.6,15523.15,15431.2,15453.8
NIFTY 500,22-11-2022,15472.65,15518.1,15437.3,15509.2
NIFTY 500,23-11-2022,15572.75,15572.9,15520.25,15538.15
NIFTY 500,24-11-2022,15588.45,15706.5,15567.75,15680.8
NIFTY 500,25-11-2022,15719.8,15743.1,15668.35,15727.25
NIFTY 500,28-11-2022,15683.75,15817.35,15642.8,15784.45
NIFTY 500,29-11-2022,15784.55,15859.35,15782.4,15812.45
NIFTY 500,30-11-2022,15827.45,15991.6,15820.55,15946.15
NIFTY 500,01-12-2022,16041.15,16041.65,15972.75,16003.95
NIFTY 500,02-12-2022,15977.5,15991.05,15909.6,15963.5
NIFTY 500,05-12-2022,15994.95,15999.8,15881.8,15967.2
NIFTY 500,06-12-2022,15904.1,15936.7,15881.6,15922.85
NIFTY 500,07-12-2022,15932.25,15953.25,15836.05,15862.0
NIFTY 500,08-12-2022,15881.8,15918.75,15860.3,15911.1
NIFTY 500,09-12-2022,15964.85,15967.3,15727.35,15812.75
NIFTY 500,12-12-2022,15759.65,15836.85,15687.95,15828.0
NIFTY 500,13-12-2022,15863.25,15913.8,15830.65,15904.5
NIFTY 500,14-12-2022,15958.15,15988.55,15946.3,15963.8
NIFTY 500,15-12-2022,15938.05,15968.2,15758.85,15783.8
NIFTY 500,16-12-2022,15710.9,15799.35,15625.25,15636.35
NIFTY 500,19-12-2022,15658.85,15764.0,15606.15,15755.2
NIFTY 500,20-12-2022,15704.05,15740.25,15580.8,15726.2
NIFTY 500,21-12-2022,15772.95,15812.05,15497.6,15527.55
NIFTY 500,22-12-2022,15599.55,15636.1,15369.6,15431.5
NIFTY 500,23-12-2022,15300.75,15349.35,15018.75,15046.0
NIFTY 500,26-12-2022,15060.85,15350.35,14985.4,15298.55
NIFTY 500,27-12-2022,15375.2,15433.65,15278.6,15418.35
NIFTY 500,28-12-2022,15390.55,15468.15,15363.65,15432.8
NIFTY 500,29-12-2022,15370.0,15517.45,15307.0,15485.2
NIFTY 500,30-12-2022,15557.75,15581.95,15425.65,15448.85
NIFTY 500,02-01-2023,15479.95,15536.35,15433.3,15523.65
NIFTY 500,03-01-2023,15515.75,15575.7,15500.75,15557.8
NIFTY 500,04-01-2023,15563.15,15574.5,15375.8,15393.0
NIFTY 500,05-01-2023,15446.5,15462.15,15286.4,15386.2
NIFTY 500,06-01-2023,15401.35,15419.4,15219.85,15272.0
NIFTY 500,09-01-2023,15360.4,15472.15,15353.35,15450.1
NIFTY 500,10-01-2023,15470.0,15472.45,15262.1,15325.25
NIFTY 500,11-01-2023,15342.75,15375.1,15257.0,15301.35
NIFTY 500,12-01-2023,15329.7,15347.2,15203.55,15279.6
NIFTY 500,13-01-2023,15295.9,15370.05,15215.0,15346.1
NIFTY 500,16-01-2023,15398.15,15421.25,15276.5,15305.45
NIFTY 500,17-01-2023,15328.85,15411.0,15291.6,15396.15
NIFTY 500,18-01-2023,15416.6,15479.65,15376.5,15466.35
NIFTY 500,19-01-2023,15427.15,15455.15,15387.25,15419.7
NIFTY 500,20-01-2023,15428.2,15443.45,15336.7,15347.9
NIFTY 500,23-01-2023,15411.5,15427.5,15364.25,15403.2
NIFTY 500,24-01-2023,15451.2,15459.3,15364.2,15388.55
NIFTY 500,25-01-2023,15364.4,15368.7,15146.4,15171.95
NIFTY 500,27-01-2023,15160.15,15165.4,14779.1,14874.75
NIFTY 500,30-01-2023,14807.5,14955.15,14675.05,14854.2
NIFTY 500,31-01-2023,14906.45,14962.95,14787.85,14935.5
NIFTY 500,01-02-2023,15054.8,15154.1,14622.65,14847.65
NIFTY 500,02-02-2023,14760.35,14887.45,14698.4,14839.4
NIFTY 500,03-02-2023,14904.1,14972.15,14746.45,14962.35
NIFTY 500,06-02-2023,14939.4,14954.3,14870.55,14934.15
NIFTY 500,07-02-2023,14950.15,14970.8,14845.95,14902.2
NIFTY 500,08-02-2023,14927.55,15046.7,14924.05,15028.3
NIFTY 500,09-02-2023,15036.85,15054.75,14956.9,15030.1
NIFTY 500,10-02-2023,14992.65,15031.1,14969.55,15015.85
NIFTY 500,13-02-2023,15011.35,15022.55,14875.85,14900.5
NIFTY 500,14-02-2023,14936.2,14988.0,14879.35,14968.9
NIFTY 500,15-02-2023,14939.0,15053.55,14923.25,15039.65
NIFTY 500,16-02-2023,15098.45,15135.35,15060.0,15083.75
NIFTY 500,17-02-2023,15036.25,15077.0,14966.3,15003.95
NIFTY 500,20-02-2023,15023.45,15036.45,14920.7,14938.65
NIFTY 500,21-02-2023,14982.0,14992.7,14894.15,14913.95
NIFTY 500,22-02-2023,14854.15,14861.05,14674.25,14701.9
NIFTY 500,23-02-2023,14715.2,14740.8,14599.1,14666.75
NIFTY 500,24-02-2023,14723.4,14741.95,14598.95,14630.45
NIFTY 500,27-02-2023,14600.9,14609.4,14465.7,14548.7
NIFTY 500,28-02-2023,14550.0,14584.45,14476.0,14518.75
NIFTY 500,01-03-2023,14557.0,14675.05,14550.1,14664.85
NIFTY 500,02-03-2023,14654.8,14668.4,14575.95,14587.25
NIFTY 500,03-03-2023,14686.25,14813.05,14676.05,14774.75
NIFTY 500,06-03-2023,14848.35,14942.05,14843.7,14881.0
NIFTY 500,08-03-2023,14843.1,14932.4,14791.25,14921.95
NIFTY 500,09-03-2023,14947.05,14952.85,14788.9,14803.95
NIFTY 500,10-03-2023,14695.05,14699.35,14593.4,14679.85
NIFTY 500,13-03-2023,14681.55,14752.85,14420.5,14454.45
NIFTY 500,14-03-2023,14462.0,14499.2,14306.8,14358.55
NIFTY 500,15-03-2023,14458.15,14494.35,14298.15,14320.3
NIFTY 500,16-03-2023,14328.5,14387.65,14189.0,14330.35
NIFTY 500,17-03-2023,14436.25,14464.9,14327.75,14420.85
NIFTY 500,20-03-2023,14389.85,14393.6,14196.5,14317.1
NIFTY 500,21-03-2023,14379.05,14428.15,14339.95,14411.3
NIFTY 500,22-03-2023,14470.05,14497.15,14432.2,14460.0
NIFTY 500,23-03-2023,14422.95,14490.65,14388.3,14403.6
NIFTY 500,24-03-2023,14409.0,14434.1,14257.5,14279.0
NIFTY 500,27-03-2023,14306.6,14348.95,14238.9,14262.7
NIFTY 500,28-03-2023,14289.95,14300.2,14177.5,14211.8
NIFTY 500,29-03-2023,14218.6,14377.3,14218.6,14345.6
NIFTY 500,31-03-2023,14442.3,14577.15,14438.8,14557.85
NIFTY 500,03-04-2023,14621.05,14621.05,14541.6,14601.95
NIFTY 500,05-04-2023,14620.7,14718.9,14611.25,14709.4
NIFTY 500,06-04-2023,14701.1,14786.0,14673.7,14759.2
NIFTY 500,10-04-2023,14797.35,14833.45,14767.0,14790.55
NIFTY 500,11-04-2023,14854.65,14893.6,14814.35,14867.25
NIFTY 500,12-04-2023,14902.2,14949.9,14871.9,14941.55
NIFTY 500,13-04-2023,14946.45,14965.7,14885.25,14954.25
NIFTY 500,17-04-2023,14970.35,14970.35,14794.45,14904.3
NIFTY 500,18-04-2023,14949.1,14949.1,14852.65,14897.0
NIFTY 500,19-04-2023,14901.25,14905.6,14832.9,14856.9
NIFTY 500,20-04-2023,14878.55,14905.8,14835.9,14861.75
NIFTY 500,21-04-2023,14879.6,14888.65,14789.95,14847.1
NIFTY 500,24-04-2023,14903.95,14937.2,14841.6,14930.15
NIFTY 500,25-04-2023,14945.8,14981.3,14916.35,14955.7
NIFTY 500,26-04-2023,14954.2,15003.1,14918.55,14994.4
NIFTY 500,27-04-2023,14999.9,15085.85,14989.2,15075.05
NIFTY 500,28-04-2023,15111.05,15235.45,15077.45,15219.55
NIFTY 500,02-05-2023,15276.2,15327.75,15261.15,15300.75
NIFTY 500,03-05-2023,15277.75,15305.05,15239.5,15276.4
NIFTY 500,04-05-2023,15282.25,15414.7,15272.7,15405.5
NIFTY 500,05-05-2023,15330.35,15394.9,15265.85,15278.6
NIFTY 500,08-05-2023,15321.9,15440.85,15310.75,15427.1
NIFTY 500,09-05-2023,15462.75,15502.7,15393.95,15420.6
NIFTY 500,10-05-2023,15458.05,15476.1,15372.45,15466.05
NIFTY 500,11-05-2023,15512.35,15526.75,15461.85,15484.05
NIFTY 500,12-05-2023,15475.05,15506.15,15401.65,15477.35
NIFTY 500,15-05-2023,15495.85,15591.95,15464.65,15549.7
NIFTY 500,16-05-2023,15584.4,15592.25,15476.65,15492.4
NIFTY 500,17-05-2023,15508.25,15512.85,15367.0,15426.35
NIFTY 500,18-05-2023,15506.65,15514.9,15346.85,15361.6
NIFTY 500,19-05-2023,15399.5,15418.8,15278.7,15407.55
NIFTY 500,22-05-2023,15409.05,15517.65,15386.9,15504.0
NIFTY 500,23-05-2023,15551.05,15595.65,15528.75,15544.75
NIFTY 500,24-05-2023,15517.2,15591.4,15493.3,15515.95
NIFTY 500,25-05-2023,15510.2,15568.55,15474.15,15555.25
NIFTY 500,26-05-2023,15589.5,15704.0,15567.85,15696.75
NIFTY 500,29-05-2023,15791.75,15805.75,15758.15,15772.35
NIFTY 500,30-05-2023,15784.25,15823.9,15759.35,15799.45
NIFTY 500,31-05-2023,15773.8,15789.2,15706.5,15766.4
NIFTY 500,01-06-2023,15801.95,15823.95,15743.4,15760.35
NIFTY 500,02-06-2023,15816.8,15838.45,15774.65,15811.2
NIFTY 500,05-06-2023,15877.45,15899.15,15851.75,15859.5
NIFTY 500,06-06-2023,15873.75,15895.7,15816.7,15878.4
NIFTY 500,07-06-2023,15938.3,16016.0,15920.25,16006.7
NIFTY 500,08-06-2023,16021.7,16048.8,15906.15,15921.05
NIFTY 500,09-06-2023,15947.95,15961.7,15866.8,15877.4
NIFTY 500,12-06-2023,15913.2,15946.15,15874.4,15929.1
NIFTY 500,13-06-2023,15964.8,16057.5,15964.3,16048.2
NIFTY 500,14-06-2023,16082.15,16094.1,16035.15,16084.05
NIFTY 500,15-06-2023,16106.85,16138.7,16039.05,16058.25
NIFTY 500,16-06-2023,16100.9,16211.25,16091.8,16181.45
NIFTY 500,19-06-2023,16231.05,16244.95,16117.85,16142.15
NIFTY 500,20-06-2023,16147.55,16215.6,16080.95,16199.95
NIFTY 500,21-06-2023,16244.55,16277.35,16201.4,16240.95
NIFTY 500,22-06-2023,16252.75,16264.15,16128.8,16140.8
NIFTY 500,23-06-2023,16126.7,16133.95,15999.4,16011.8
NIFTY 500,26-06-2023,16017.5,16079.0,15995.1,16066.15
NIFTY 500,27-06-2023,16118.65,16171.2,16104.2,16163.5
NIFTY 500,28-06-2023,16239.85,16296.0,16210.45,16277.2
NIFTY 500,30-06-2023,16354.95,16437.45,16326.0,16430.0
NIFTY 500,03-07-2023,16490.95,16541.9,16485.3,16527.95
NIFTY 500,04-07-2023,16597.5,16599.25,16499.15,16556.05
NIFTY 500,05-07-2023,16580.2,16611.15,16540.2,16597.2
NIFTY 500,06-07-2023,16600.75,16703.3,16590.7,16695.05
NIFTY 500,07-07-2023,16653.3,16718.2,16541.6,16564.9
NIFTY 500,10-07-2023,16620.9,16623.95,16530.75,16553.75
NIFTY 500,11-07-2023,16610.95,16698.8,16597.55,16648.0
NIFTY 500,12-07-2023,16697.1,16703.25,16627.3,16641.05
NIFTY 500,13-07-2023,16726.95,16774.5,16596.45,16623.9
NIFTY 500,14-07-2023,16695.7,16786.0,16655.05,16765.45
NIFTY 500,17-07-2023,16811.65,16884.95,16784.35,16872.05
NIFTY 500,18-07-2023,16932.95,16940.15,16818.3,16872.0
NIFTY 500,19-07-2023,16919.05,16964.25,16877.45,16953.5
NIFTY 500,20-07-2023,16965.45,17051.0,16912.7,17042.55
NIFTY 500,21-07-2023,16931.95,16991.4,16874.95,16904.3
NIFTY 500,24-07-2023,16921.75,16948.4,16852.2,16865.15
NIFTY 500,25-07-2023,16918.8,16918.85,16832.45,16896.9
NIFTY 500,26-07-2023,16950.7,17011.0,16931.6,16975.0
NIFTY 500,27-07-2023,17038.35,17056.2,16873.0,16919.2
NIFTY 500,28-07-2023,16935.05,16960.5,16880.6,16948.35
NIFTY 500,31-07-2023,16972.5,17072.8,16939.0,17059.0
NIFTY 500,01-08-2023,17096.6,17102.1,17026.3,17051.15
NIFTY 500,02-08-2023,17005.6,17018.85,16755.9,16858.95
NIFTY 500,03-08-2023,16818.35,16878.75,16691.65,16772.3
NIFTY 500,04-08-2023,16847.4,16914.45,16836.55,16890.6
NIFTY 500,07-08-2023,16948.35,16970.05,16897.5,16956.35
NIFTY 500,08-08-2023,16991.85,16998.15,16889.85,16949.25
NIFTY 500,09-08-2023,16966.85,17011.95,16881.75,17003.85
NIFTY 500,10-08-2023,16999.5,17013.45,16901.55,16939.85
NIFTY 500,11-08-2023,16970.05,16972.05,16845.8,16860.15
NIFTY 500,14-08-2023,16827.75,16854.1,16661.0,16825.55
NIFTY 500,16-08-2023,16779.6,16867.8,16732.75,16853.05
NIFTY 500,17-08-2023,16858.85,16869.4,16781.6,16802.25
NIFTY 500,18-08-2023,16768.0,16803.25,16722.05,16757.7
NIFTY 500,21-08-2023,16780.75,16872.55,16766.7,16852.05
NIFTY 500,22-08-2023,16886.95,16925.45,16874.8,16905.25
NIFTY 500,23-08-2023,16950.9,16981.85,16912.15,16950.25
NIFTY 500,24-08-2023,17039.25,17074.25,16916.4,16930.15
