date,close,high,low,open,volume,adj_close
2024-06-14,35099.19140625,35122.01953125,34852.1796875,34972.30859375,3157200,35099.19140625
2024-06-18,35276.03125,35287.62890625,35161.2890625,35248.66015625,2463200,35276.03125
2024-06-19,35111.44921875,35399.33984375,34965.05078125,35394.8203125,3879800,35111.44921875
2024-06-20,35240.94140625,35280.05859375,35047.51953125,35223.328125,2547700,35240.94140625
2024-06-21,35112.5703125,35380.28125,35046.1015625,35369.1484375,3867700,35112.5703125
2024-06-24,35206.4296875,35236.0,34870.6015625,35010.0390625,2551800,35206.4296875
2024-06-25,35334.23828125,35366.1484375,35201.5,35323.5390625,2235500,35334.23828125
2024-06-26,35440.26171875,35484.6796875,35243.12109375,35371.5390625,4298300,35440.26171875
2024-06-27,35601.6484375,35655.41015625,35383.0390625,35503.69921875,3893800,35601.6484375
2024-06-28,35633.91015625,35814.5390625,35596.94921875,35706.0703125,3284600,35633.91015625
2024-07-01,35894.3984375,35914.69921875,35648.75,35695.48046875,0,35894.3984375
2024-07-02,35821.12890625,36050.2109375,35689.03125,36046.87890625,0,35821.12890625
2024-07-03,36096.0703125,36128.78125,35960.078125,36049.44140625,0,36096.0703125
2024-07-04,36195.71875,36267.69921875,36125.75,36238.578125,2219600,36195.71875
2024-07-05,36315.80859375,36355.66015625,36079.109375,36160.3203125,3804800,36315.80859375
2024-07-08,36281.8203125,36394.140625,36176.6015625,36363.359375,3432400,36281.8203125
2024-07-09,36444.2890625,36464.80859375,36300.51953125,36414.51171875,2926200,36444.2890625
2024-07-10,36308.37109375,36544.1796875,35848.5390625,36544.140625,3242500,36308.37109375
2024-07-11,36357.55859375,36443.98046875,36200.359375,36443.98046875,3145000,36357.55859375
2024-07-12,36485.9296875,36644.171875,36372.26171875,36472.5390625,2587600,36485.9296875
2024-07-15,36662.6015625,36703.80859375,36470.76171875,36611.5,2438900,36662.6015625
2024-07-16,36656.1015625,36790.9296875,36624.87109375,36753.58984375,2552900,36656.1015625
2024-07-18,36662.75,36703.12890625,36335.21875,36619.359375,2430400,36662.75
2024-07-19,36100.96875,36708.0703125,36067.01171875,36708.0703125,2560600,36100.96875
2024-07-22,36241.359375,36338.73046875,35817.53125,35958.5,2185000,36241.359375
2024-07-23,36120.05078125,36386.08984375,35251.609375,36378.828125,3563500,36120.05078125
2024-07-24,36204.55078125,36277.41015625,36054.609375,36139.05859375,2020700,36204.55078125
2024-07-25,36199.7890625,36235.30078125,35910.37109375,35966.98046875,2769800,36199.7890625
2024-07-26,36795.890625,36822.66015625,36281.359375,36307.23046875,2746200,36795.890625
2024-07-29,36963.28125,37120.76171875,36852.33984375,37006.19921875,2932300,36963.28125
2024-07-30,37033.62109375,37171.51953125,36939.01953125,37017.921875,2353500,37033.62109375
2024-07-31,37172.80859375,37202.609375,37064.71875,37178.12890625,2195900,37172.80859375
2024-08-01,37132.83984375,37338.48046875,37006.8984375,37296.23046875,1919300,37132.83984375
2024-08-02,36747.98046875,36950.23828125,36695.19140625,36802.66015625,2517600,36747.98046875
2024-08-05,35615.94921875,36134.37109375,35394.26953125,35566.26171875,3647100,35615.94921875
2024-08-06,35461.87109375,36202.6015625,35410.94921875,35740.4609375,2313200,35461.87109375
2024-08-07,36117.83984375,36143.01171875,35798.3203125,35968.46875,1573800,36117.83984375
2024-08-08,35872.01171875,36188.76171875,35838.73046875,36154.859375,2037900,35872.01171875
2024-08-09,36210.76171875,36310.62109375,36129.98046875,36306.91015625,1843800,36210.76171875
2024-08-12,36201.6796875,36320.51953125,35949.62890625,35994.98046875,2077700,36201.6796875
2024-08-13,35861.5703125,36269.640625,35835.30859375,36259.5703125,2070700,35861.5703125
2024-08-14,35810.03125,35963.87890625,35711.08984375,35963.87890625,1658200,35810.03125
2024-08-16,36416.03125,36439.03125,35941.76171875,36086.58984375,1664000,36416.03125
2024-08-19,36543.640625,36630.109375,36489.171875,36579.828125,1566200,36543.640625
2024-08-20,36766.359375,36782.44140625,36602.66015625,36691.609375,3608200,36766.359375
2024-08-21,36903.2109375,36922.87890625,36730.01953125,36777.26171875,1608200,36903.2109375
2024-08-22,37012.51953125,37068.73046875,36974.25,37066.921875,1606100,37012.51953125
2024-08-23,36972.80078125,37107.6015625,36943.0,37095.640625,1999300,36972.80078125
2024-08-26,37195.12109375,37223.58984375,37055.6015625,37142.3203125,1506000,37195.12109375
2024-08-27,37257.8515625,37310.8515625,37195.05078125,37257.48046875,1521300,37257.8515625
2024-08-28,37276.16015625,37376.3203125,37175.01171875,37338.7890625,1478700,37276.16015625
2024-08-29,37302.5,37352.51953125,37097.26171875,37309.078125,1909700,37302.5
2024-08-30,37459.05859375,37517.83984375,37373.890625,37489.0,1791000,37459.05859375
2024-09-02,37502.58984375,37621.51171875,37402.87890625,37621.5,1853500,37502.58984375
2024-09-03,37548.28125,37601.0390625,37524.640625,37596.8515625,1298300,37548.28125
2024-09-04,37487.01953125,37507.69140625,37156.48828125,37157.609375,1401800,37487.01953125
2024-09-05,37496.80078125,37635.71875,37476.5390625,37601.7109375,1449900,37496.80078125
2024-09-06,37054.23828125,37548.671875,36983.30859375,37528.9609375,3143800,37054.23828125
2024-09-09,37097.46875,37139.62109375,36766.44140625,36974.83984375,1961700,37097.46875
2024-09-10,37313.25,37417.12890625,37138.37109375,37237.0390625,1581500,37313.25
2024-09-11,37140.1796875,37436.05859375,37091.1796875,37366.21875,1634200,37140.1796875
2024-09-12,37720.890625,37764.109375,37242.73046875,37355.8515625,1711400,37720.890625
2024-09-13,37757.2890625,37820.0703125,37696.80078125,37820.0703125,1394400,37757.2890625
2024-09-16,37804.1796875,37905.30859375,37736.4609375,37878.5,1350800,37804.1796875
2024-09-17,37806.44140625,37867.859375,37716.578125,37854.76953125,1097400,37806.44140625
2024-09-18,37668.2890625,37847.21875,37526.3515625,37827.08984375,1433100,37668.2890625
2024-09-19,37616.671875,37964.37109375,37380.078125,37860.51953125,3547900,37616.671875
2024-09-20,38157.5,38213.8515625,37665.08984375,37794.30859375,3165200,38157.5
2024-09-23,38433.921875,38451.51171875,38248.6484375,38262.66015625,1222600,38433.921875
2024-09-24,38445.640625,38502.83984375,38390.9296875,38471.78125,1057400,38445.640625
2024-09-25,38415.6484375,38458.1484375,38257.421875,38458.1484375,1755100,38415.6484375
2024-09-26,38620.05078125,38639.98046875,38370.96875,38459.19921875,1607800,38620.05078125
2024-09-27,38614.94921875,38740.078125,38579.01953125,38673.7890625,1544100,38614.94921875
2024-09-30,38227.640625,38553.109375,38190.2890625,38516.41015625,1431300,38227.640625
2024-10-01,38265.16015625,38362.94921875,38145.23046875,38255.48828125,1207600,38265.16015625
2024-10-03,37452.2890625,38023.1796875,37386.921875,37670.2890625,1368200,37452.2890625
2024-10-04,37092.328125,37705.98828125,37025.98828125,37360.8515625,1503300,37092.328125
2024-10-07,36550.05078125,37293.51171875,36405.55859375,37202.828125,1667400,36550.05078125
2024-10-08,37066.19140625,37111.91015625,36339.6015625,36341.01953125,1108400,37066.19140625
2024-10-09,37200.98828125,37505.12890625,37158.69140625,37273.73828125,1139200,37200.98828125
2024-10-10,37190.94140625,37439.671875,37168.41015625,37374.26171875,790800,37190.94140625
2024-10-11,37203.51953125,37277.19921875,37110.1796875,37199.94140625,830400,37203.51953125
2024-10-14,37374.44140625,37389.66015625,37258.55078125,37302.55859375,856400,37374.44140625
2024-10-15,37392.359375,37512.7109375,37279.2890625,37478.01953125,754500,37392.359375
2024-10-16,37290.9609375,37448.44140625,37170.0703125,37361.51953125,782600,37290.9609375
2024-10-17,36841.12109375,37385.23046875,36821.5703125,37381.80078125,851800,36841.12109375
2024-10-18,36927.0,36982.94140625,36446.58984375,36720.421875,993100,36927.0
2024-10-21,36661.7890625,37123.359375,36610.1484375,37095.03125,963300,36661.7890625
2024-10-22,35961.328125,36722.359375,35926.890625,36673.73046875,1266500,35961.328125
2024-10-23,35994.44921875,36225.71875,35748.0703125,35838.98828125,1387300,35994.44921875
2024-10-24,35917.1484375,36076.75,35856.6796875,36037.23828125,891300,35917.1484375
2024-10-25,35458.87890625,35991.8984375,35260.1484375,35969.16015625,1199400,35458.87890625
2024-10-28,35698.12890625,35860.421875,35321.87109375,35475.1484375,1649800,35698.12890625
2024-10-29,35921.51171875,35944.0,35387.8984375,35767.1796875,1173800,35921.51171875
2024-10-30,35845.26953125,36075.1484375,35752.5703125,35901.91015625,1115700,35845.26953125
2024-10-31,35738.109375,35921.33984375,35639.921875,35921.33984375,959100,35738.109375
2024-11-01,35951.71875,36041.640625,35921.140625,36036.98046875,320400,35951.71875
2024-11-04,35474.12890625,35972.19140625,35229.66015625,35972.19140625,1020000,35474.12890625
2024-11-05,35712.44140625,35743.5,35194.5,35382.8984375,935200,35712.44140625
2024-11-06,36271.19921875,36303.94921875,35781.76171875,35885.1015625,1106400,36271.19921875
2024-11-07,35903.62890625,36405.71875,35889.1015625,36405.71875,898000,35903.62890625
2024-11-08,35663.87109375,35981.51171875,35596.37109375,35967.26171875,922700,35663.87109375
2024-11-11,35580.37890625,35857.19140625,35412.109375,35598.58984375,1155200,35580.37890625
2024-11-12,35161.5703125,35786.23828125,35103.9296875,35670.48046875,827600,35161.5703125
2024-11-13,34533.578125,35138.33984375,34457.48828125,35053.26953125,1469800,34533.578125
2024-11-14,34600.01171875,34807.3515625,34519.5703125,34531.76171875,1089000,34600.01171875
2024-11-18,34497.01171875,34728.1015625,34321.03125,34721.76953125,1157200,34497.01171875
2024-11-19,34650.828125,35013.23046875,34573.37890625,34618.83984375,1097300,34650.828125
2024-11-21,34361.41015625,34615.76171875,34166.5390625,34615.76171875,1225900,34361.41015625
2024-11-22,35009.76953125,35051.26953125,34370.26953125,34418.96875,1129500,35009.76953125
2024-11-25,35528.25,35711.7890625,35454.48828125,35535.1484375,1178800,35528.25
2024-11-26,35530.26953125,35702.94921875,35468.25,35666.140625,1064700,35530.26953125
2024-11-27,35732.5703125,35800.76171875,35486.9296875,35625.69921875,1007800,35732.5703125
2024-11-28,35453.7890625,35930.1484375,35394.5390625,35804.859375,1157900,35453.7890625
2024-11-29,35726.109375,35790.2109375,35482.46875,35504.5703125,1085800,35726.109375
2024-12-02,35957.3984375,35967.578125,35593.78125,35735.1484375,1118900,35957.3984375
2024-12-03,36246.75,36264.8515625,36024.44140625,36098.890625,1176800,36246.75
2024-12-04,36370.69140625,36448.3203125,36191.66015625,36380.37890625,1236200,36370.69140625
2024-12-05,36619.23828125,36755.28125,36201.359375,36504.58984375,1040400,36619.23828125
2024-12-06,36681.01171875,36754.23046875,36546.3984375,36707.44921875,1126600,36681.01171875
2024-12-09,36639.05078125,36737.41015625,36564.51171875,36681.390625,1123800,36639.05078125
2024-12-10,36675.8203125,36722.87890625,36529.08984375,36713.6484375,1008700,36675.8203125
2024-12-11,36736.37109375,36797.6484375,36660.62890625,36717.16015625,867200,36736.37109375
2024-12-12,36579.30078125,36781.640625,36555.91015625,36760.05078125,1115000,36579.30078125
2024-12-13,36746.91015625,36771.51171875,35999.6796875,36529.8984375,1061500,36746.91015625
2024-12-16,36720.33984375,36829.3515625,36619.73828125,36750.6015625,854700,36720.33984375
2024-12-17,36304.87890625,36718.12109375,36277.0390625,36679.23828125,1096400,36304.87890625
2024-12-18,36061.25,36360.25,35979.25,36340.2890625,819600,36061.25
2024-12-19,35762.671875,35813.12890625,35492.05078125,35497.75,763300,35762.671875
2024-12-20,35082.25,35921.69921875,35025.80859375,35844.21875,939100,35082.25
